Chr1,Chr2,Blocks
54:,utexb3016_scaffold_21_g975.t1,1
59:,utex395_scaffold_25_g433.t1,1
59:,utexb3016_scaffold_16_g505.t1,1
59:,utexb3016_scaffold_20_g426.t1,1
59:,utexb3016_scaffold_21_g295.t1,1
54:,utexb3016_scaffold_21_g270.t1,1
58:,utexb3016_scaffold_22_g414.t1,1
58:,utexb3016_scaffold_22_g228.t1,1
58:,utexb3016_scaffold_22_g1313.t1,1
58:,utexb3016_scaffold_21_g989.t1,1
58:,utexb3016_scaffold_21_g274.t1,1
58:,utexb3016_scaffold_20_g425.t1,1
58:,utexb3016_scaffold_16_g502.t1,1
58:,utex395_scaffold_25_g432.t1,1
58:,utex395_scaffold_20_g304.t1,1
58:,utex395_scaffold_1_g171.t1,1
58:,utex395_scaffold_17_g245.t1,1
58:,utex2526_scaffold_15_g386.t1,1
57:,utexb3016_scaffold_22_g511.t1,1
54:,utexb3016_scaffold_22_g507.t1,1
57:,utexb3016_scaffold_22_g413.t1,1
57:,utexb3016_scaffold_22_g226.t1,1
57:,utexb3016_scaffold_22_g1305.t1,1
5:,utex2526_scaffold_12_g527.t1,1
5:,utex2526_scaffold_12_g528.t1,1
5:,utex2526_scaffold_12_g567.t1,1
5:,utex2526_scaffold_15_g300.t1,1
5:,utex2526_scaffold_15_g235.t1,1
52:,utex395_scaffold_25_g422.t1,1
5:,utex2526_scaffold_15_g237.t1,1
5:,utex2526_scaffold_15_g247.t1,1
5:,utex2526_scaffold_15_g262.t1,1
5:,utex2526_scaffold_15_g285.t1,1
5:,utex2526_scaffold_15_g304.t1,1
5:,utex2526_scaffold_15_g187.t1,1
5:,utex2526_scaffold_15_g316.t1,1
5:,utex2526_scaffold_15_g331.t1,1
5:,utex2526_scaffold_15_g334.t1,1
5:,utex2526_scaffold_15_g405.t1,1
5:,utex2526_scaffold_15_g414.t1,1
52:,utex395_scaffold_20_g295.t1,1
5:,utex2526_scaffold_15_g188.t1,1
52:,utexb3016_scaffold_16_g494.t1,1
5:,utex2526_scaffold_12_g58.t1,1
52:,utexb3016_scaffold_21_g973.t1,1
5:,utex2526_scaffold_15_g1077.t1,1
5:,utex2526_scaffold_15_g1078.t1,1
5:,utex2526_scaffold_15_g1122.t1,1
5:,utex2526_scaffold_15_g1130.t1,1
5:,utex2526_scaffold_15_g1152.t1,1
5:,utex2526_scaffold_15_g1189.t1,1
5:,utex2526_scaffold_15_g1190.t1,1
52:,utexb3016_scaffold_20_g405.t1,1
5:,utex2526_scaffold_15_g1213.t1,1
5:,utex2526_scaffold_15_g124.t1,1
5:,utex2526_scaffold_15_g161.t1,1
5:,utex2526_scaffold_15_g164.t1,1
5:,utex2526_scaffold_15_g174.t1,1
52:,utexb3016_scaffold_21_g254.t1,1
52:,utex395_scaffold_20_g110.t1,1
5:,utex2526_scaffold_15_g469.t1,1
5:,utex2526_scaffold_15_g496.t1,1
5:,utex2526_scaffold_15_g861.t1,1
5:,utex2526_scaffold_15_g800.t1,1
52:,utex395_scaffold_1_g158.t1,1
5:,utex2526_scaffold_15_g830.t1,1
5:,utex2526_scaffold_15_g833.t1,1
5:,utex2526_scaffold_15_g848.t1,1
5:,utex2526_scaffold_15_g850.t1,1
52:,utex395_scaffold_17_g233.t1,1
5:,utex2526_scaffold_15_g508.t1,1
5:,utex2526_scaffold_15_g868.t1,1
5:,utex2526_scaffold_15_g87.t1,1
5:,utex2526_scaffold_15_g88.t1,1
5:,utex2526_scaffold_15_g890.t1,1
5:,utex2526_scaffold_15_g896.t1,1
5:,utex2526_scaffold_15_g926.t1,1
5:,utex2526_scaffold_15_g794.t1,1
55:,utexb3016_scaffold_22_g1292.t1,1
5:,utex2526_scaffold_15_g774.t1,1
5:,utex2526_scaffold_15_g770.t1,1
5:,utex2526_scaffold_15_g755.t1,1
5:,utex2526_scaffold_15_g740.t1,1
5:,utex2526_scaffold_15_g738.t1,1
5:,utex2526_scaffold_15_g726.t1,1
5:,utex2526_scaffold_15_g711.t1,1
5:,utex2526_scaffold_15_g687.t1,1
5:,utex2526_scaffold_15_g648.t1,1
5:,utex2526_scaffold_15_g647.t1,1
5:,utex2526_scaffold_15_g586.t1,1
5:,utex2526_scaffold_15_g584.t1,1
5:,utex2526_scaffold_15_g557.t1,1
5:,utex2526_scaffold_15_g545.t1,1
5:,utex2526_scaffold_15_g541.t1,1
52:,utexb3016_scaffold_22_g1260.t1,1
5:,utex2526_scaffold_15_g1051.t1,1
5:,utex2526_scaffold_15_g1047.t1,1
5:,utex2526_scaffold_14_g151.t1,1
5:,utex2526_scaffold_13_g37.t1,1
5:,utex2526_scaffold_13_g63.t1,1
5:,utex2526_scaffold_13_g89.t1,1
5:,utex2526_scaffold_14_g126.t1,1
5:,utex2526_scaffold_14_g137.t1,1
5:,utex2526_scaffold_14_g138.t1,1
5:,utex2526_scaffold_14_g159.t1,1
53:,utexb3016_scaffold_22_g215.t1,1
5:,utex2526_scaffold_14_g164.t1,1
53:,utexb3016_scaffold_22_g408.t1,1
5:,utex2526_scaffold_14_g166.t1,1
5:,utex2526_scaffold_14_g170.t1,1
5:,utex2526_scaffold_14_g193.t1,1
5:,utex2526_scaffold_14_g197.t1,1
5:,utex2526_scaffold_13_g263.t1,1
5:,utex2526_scaffold_13_g26.t1,1
5:,utex2526_scaffold_13_g226.t1,1
5:,utex2526_scaffold_13_g176.t1,1
5:,utex2526_scaffold_12_g93.t1,1
5:,utex2526_scaffold_12_g80.t1,1
5:,utex2526_scaffold_12_g78.t1,1
5:,utex2526_scaffold_12_g741.t1,1
53:,utexb3016_scaffold_22_g506.t1,1
5:,utex2526_scaffold_12_g735.t1,1
5:,utex2526_scaffold_12_g724.t1,1
5:,utex2526_scaffold_12_g661.t1,1
5:,utex2526_scaffold_12_g627.t1,1
5:,utex2526_scaffold_12_g623.t1,1
5:,utex2526_scaffold_12_g620.t1,1
5:,utex2526_scaffold_12_g604.t1,1
5:,utex2526_scaffold_12_g594.t1,1
5:,utex2526_scaffold_14_g198.t1,1
5:,utex2526_scaffold_14_g240.t1,1
52:,utexb3016_scaffold_22_g214.t1,1
53:,utex395_scaffold_1_g159.t1,1
53:,utex395_scaffold_20_g112.t1,1
5:,utex2526_scaffold_14_g489.t1,1
5:,utex2526_scaffold_14_g492.t1,1
5:,utex2526_scaffold_14_g519.t1,1
5:,utex2526_scaffold_14_g538.t1,1
5:,utex2526_scaffold_14_g60.t1,1
5:,utex2526_scaffold_14_g62.t1,1
5:,utex2526_scaffold_14_g251.t1,1
53:,utex395_scaffold_17_g237.t1,1
5:,utex2526_scaffold_14_g82.t1,1
5:,utex2526_scaffold_15_g1013.t1,1
53:,utex2526_scaffold_15_g379.t1,1
52:,utexb3016_scaffold_22_g505.t1,1
52:,utexb3016_scaffold_22_g407.t1,1
53:,utex395_scaffold_20_g296.t1,1
5:,utex2526_scaffold_14_g448.t1,1
53:,utex395_scaffold_25_g423.t1,1
5:,utex2526_scaffold_14_g407.t1,1
5:,utex395_scaffold_25_g806.t1,1
5:,utex2526_scaffold_14_g386.t1,1
5:,utex2526_scaffold_14_g368.t1,1
53:,utexb3016_scaffold_16_g496.t1,1
5:,utex2526_scaffold_14_g35.t1,1
5:,utex2526_scaffold_14_g317.t1,1
53:,utexb3016_scaffold_20_g406.t1,1
5:,utex2526_scaffold_14_g316.t1,1
5:,utex2526_scaffold_14_g282.t1,1
53:,utexb3016_scaffold_21_g264.t1,1
53:,utexb3016_scaffold_21_g974.t1,1
5:,utex2526_scaffold_14_g267.t1,1
53:,utexb3016_scaffold_22_g1281.t1,1
5:,utex2526_scaffold_14_g399.t1,1
0:,utex2526_scaffold_10_g176.t1,1
5:,utex395_scaffold_25_g831.t1,1
66:,utexb3016_scaffold_22_g429.t1,1
66:,utex395_scaffold_20_g313.t1,1
66:,utex395_scaffold_25_g441.t1,1
66:,utexb3016_scaffold_20_g433.t1,1
66:,utexb3016_scaffold_21_g1030.t1,1
66:,utexb3016_scaffold_21_g311.t1,1
66:,utexb3016_scaffold_22_g1339.t1,1
66:,utexb3016_scaffold_22_g256.t1,1
66:,utexb3016_scaffold_22_g526.t1,1
66:,utex395_scaffold_17_g285.t1,1
67:,utex395_scaffold_17_g289.t1,1
67:,utex395_scaffold_1_g184.t1,1
67:,utex395_scaffold_20_g314.t1,1
67:,utex395_scaffold_25_g443.t1,1
67:,utexb3016_scaffold_20_g434.t1,1
67:,utexb3016_scaffold_21_g1033.t1,1
67:,utexb3016_scaffold_21_g312.t1,1
66:,utex395_scaffold_1_g182.t1,1
65:,utexb3016_scaffold_22_g525.t1,1
67:,utexb3016_scaffold_22_g265.t1,1
65:,utex395_scaffold_1_g181.t1,1
64:,utexb3016_scaffold_20_g431.t1,1
64:,utexb3016_scaffold_21_g1025.t1,1
64:,utexb3016_scaffold_21_g309.t1,1
64:,utexb3016_scaffold_22_g1332.t1,1
64:,utexb3016_scaffold_22_g425.t1,1
64:,utexb3016_scaffold_22_g523.t1,1
65:,utex395_scaffold_17_g278.t1,1
65:,utex395_scaffold_20_g312.t1,1
65:,utexb3016_scaffold_22_g428.t1,1
65:,utex395_scaffold_25_g439.t1,1
65:,utexb3016_scaffold_16_g525.t1,1
65:,utexb3016_scaffold_20_g432.t1,1
65:,utexb3016_scaffold_21_g1026.t1,1
65:,utexb3016_scaffold_21_g310.t1,1
65:,utexb3016_scaffold_22_g1337.t1,1
65:,utexb3016_scaffold_22_g244.t1,1
67:,utexb3016_scaffold_22_g1342.t1,1
67:,utexb3016_scaffold_22_g432.t1,1
5:,utexb3016_scaffold_22_g815.t1,1
6:,utex2526_scaffold_10_g419.t1,1
69:,utexb3016_scaffold_22_g529.t1,1
6:,utex2526_scaffold_10_g117.t1,1
6:,utex2526_scaffold_10_g155.t1,1
6:,utex2526_scaffold_10_g192.t1,1
6:,utex2526_scaffold_10_g285.t1,1
6:,utex2526_scaffold_10_g397.t1,1
6:,utex2526_scaffold_10_g399.t1,1
6:,utex2526_scaffold_10_g44.t1,1
69:,utexb3016_scaffold_22_g1344.t1,1
6:,utex2526_scaffold_10_g447.t1,1
6:,utex2526_scaffold_10_g465.t1,1
6:,utex2526_scaffold_10_g466.t1,1
6:,utex2526_scaffold_10_g498.t1,1
6:,utex2526_scaffold_10_g505.t1,1
6:,utex2526_scaffold_10_g522.t1,1
6:,utex2526_scaffold_10_g541.t1,1
69:,utexb3016_scaffold_22_g434.t1,1
69:,utexb3016_scaffold_21_g318.t1,1
67:,utexb3016_scaffold_22_g527.t1,1
68:,utexb3016_scaffold_22_g1343.t1,1
68:,utex395_scaffold_17_g294.t1,1
68:,utex395_scaffold_1_g185.t1,1
68:,utex395_scaffold_20_g315.t1,1
68:,utex395_scaffold_25_g444.t1,1
68:,utexb3016_scaffold_20_g435.t1,1
68:,utexb3016_scaffold_21_g1034.t1,1
68:,utexb3016_scaffold_21_g314.t1,1
68:,utexb3016_scaffold_22_g278.t1,1
69:,utexb3016_scaffold_21_g1035.t1,1
68:,utexb3016_scaffold_22_g433.t1,1
68:,utexb3016_scaffold_22_g528.t1,1
69:,utex395_scaffold_17_g297.t1,1
69:,utex395_scaffold_1_g186.t1,1
69:,utex395_scaffold_20_g316.t1,1
69:,utex395_scaffold_25_g445.t1,1
69:,utexb3016_scaffold_20_g436.t1,1
64:,utexb3016_scaffold_16_g516.t1,1
64:,utex395_scaffold_25_g438.t1,1
64:,utex395_scaffold_22_g348.t1,1
60:,utexb3016_scaffold_16_g506.t1,1
5:,utexb3016_scaffold_7_g398.t1,1
5:,utexb3016_scaffold_7_g443.t1,1
60:,utex2526_scaffold_15_g388.t1,1
60:,utex395_scaffold_17_g255.t1,1
60:,utex395_scaffold_1_g174.t1,1
60:,utex395_scaffold_20_g307.t1,1
60:,utex395_scaffold_25_g434.t1,1
60:,utexb3016_scaffold_20_g427.t1,1
5:,utexb3016_scaffold_7_g317.t1,1
60:,utexb3016_scaffold_21_g298.t1,1
60:,utexb3016_scaffold_21_g998.t1,1
60:,utexb3016_scaffold_22_g1318.t1,1
60:,utexb3016_scaffold_22_g230.t1,1
60:,utexb3016_scaffold_22_g417.t1,1
60:,utexb3016_scaffold_22_g515.t1,1
61:,utex2526_scaffold_15_g394.t1,1
5:,utexb3016_scaffold_7_g356.t1,1
5:,utexb3016_scaffold_7_g297.t1,1
64:,utex395_scaffold_20_g311.t1,1
5:,utexb3016_scaffold_22_g963.t1,1
5:,utexb3016_scaffold_22_g867.t1,1
5:,utexb3016_scaffold_22_g869.t1,1
5:,utexb3016_scaffold_22_g890.t1,1
5:,utexb3016_scaffold_22_g923.t1,1
5:,utexb3016_scaffold_22_g931.t1,1
5:,utexb3016_scaffold_22_g937.t1,1
5:,utexb3016_scaffold_22_g957.t1,1
5:,utexb3016_scaffold_22_g970.t1,1
5:,utexb3016_scaffold_7_g290.t1,1
5:,utexb3016_scaffold_22_g984.t1,1
5:,utexb3016_scaffold_22_g996.t1,1
5:,utexb3016_scaffold_7_g131.t1,1
5:,utexb3016_scaffold_7_g155.t1,1
5:,utexb3016_scaffold_7_g181.t1,1
5:,utexb3016_scaffold_7_g221.t1,1
5:,utexb3016_scaffold_7_g257.t1,1
61:,utex395_scaffold_17_g266.t1,1
61:,utex395_scaffold_1_g175.t1,1
61:,utex395_scaffold_20_g308.t1,1
63:,utexb3016_scaffold_20_g429.t1,1
62:,utexb3016_scaffold_22_g419.t1,1
62:,utexb3016_scaffold_22_g519.t1,1
63:,utex395_scaffold_17_g272.t1,1
63:,utex395_scaffold_1_g177.t1,1
63:,utex395_scaffold_20_g310.t1,1
63:,utex395_scaffold_25_g437.t1,1
63:,utexb3016_scaffold_16_g515.t1,1
63:,utexb3016_scaffold_21_g1023.t1,1
61:,utex395_scaffold_25_g435.t1,1
63:,utexb3016_scaffold_21_g308.t1,1
63:,utexb3016_scaffold_22_g1331.t1,1
63:,utexb3016_scaffold_22_g238.t1,1
63:,utexb3016_scaffold_22_g420.t1,1
63:,utexb3016_scaffold_22_g521.t1,1
64:,utex395_scaffold_17_g277.t1,1
64:,utex395_scaffold_1_g180.t1,1
62:,utexb3016_scaffold_22_g234.t1,1
62:,utexb3016_scaffold_22_g1324.t1,1
62:,utexb3016_scaffold_21_g304.t1,1
62:,utexb3016_scaffold_21_g1004.t1,1
61:,utexb3016_scaffold_16_g508.t1,1
61:,utexb3016_scaffold_20_g428.t1,1
61:,utexb3016_scaffold_21_g1003.t1,1
61:,utexb3016_scaffold_21_g301.t1,1
61:,utexb3016_scaffold_22_g1320.t1,1
61:,utexb3016_scaffold_22_g232.t1,1
61:,utexb3016_scaffold_22_g418.t1,1
61:,utexb3016_scaffold_22_g517.t1,1
62:,utex2526_scaffold_15_g395.t1,1
62:,utex395_scaffold_17_g270.t1,1
62:,utex395_scaffold_1_g176.t1,1
62:,utex395_scaffold_20_g309.t1,1
62:,utex395_scaffold_20_g595.t1,1
62:,utex395_scaffold_25_g436.t1,1
62:,utexb3016_scaffold_16_g514.t1,1
6:,utex2526_scaffold_10_g577.t1,1
6:,utex2526_scaffold_10_g580.t1,1
6:,utex2526_scaffold_10_g593.t1,1
6:,utex2526_scaffold_15_g415.t1,1
6:,utex2526_scaffold_15_g249.t1,1
6:,utex2526_scaffold_15_g264.t1,1
6:,utex2526_scaffold_15_g301.t1,1
6:,utex2526_scaffold_15_g317.t1,1
6:,utex2526_scaffold_15_g332.t1,1
6:,utex2526_scaffold_15_g335.t1,1
6:,utex2526_scaffold_15_g410.t1,1
6:,utex2526_scaffold_15_g486.t1,1
6:,utex2526_scaffold_15_g236.t1,1
6:,utex2526_scaffold_15_g488.t1,1
6:,utex2526_scaffold_15_g499.t1,1
6:,utex2526_scaffold_15_g516.t1,1
6:,utex2526_scaffold_15_g542.t1,1
6:,utex2526_scaffold_15_g546.t1,1
6:,utex2526_scaffold_15_g558.t1,1
6:,utex2526_scaffold_15_g585.t1,1
6:,utex2526_scaffold_15_g240.t1,1
6:,utex2526_scaffold_15_g189.t1,1
6:,utex2526_scaffold_14_g95.t1,1
6:,utex2526_scaffold_15_g1128.t1,1
6:,utex2526_scaffold_15_g1014.t1,1
6:,utex2526_scaffold_15_g1030.t1,1
6:,utex2526_scaffold_15_g1031.t1,1
6:,utex2526_scaffold_15_g1049.t1,1
6:,utex2526_scaffold_15_g1052.t1,1
6:,utex2526_scaffold_15_g1078.t1,1
6:,utex2526_scaffold_15_g1081.t1,1
6:,utex2526_scaffold_15_g1131.t1,1
6:,utex2526_scaffold_15_g188.t1,1
6:,utex2526_scaffold_15_g1157.t1,1
6:,utex2526_scaffold_15_g1190.t1,1
6:,utex2526_scaffold_15_g1191.t1,1
6:,utex2526_scaffold_15_g125.t1,1
6:,utex2526_scaffold_15_g164.t1,1
6:,utex2526_scaffold_15_g166.t1,1
6:,utex2526_scaffold_15_g177.t1,1
6:,utex2526_scaffold_15_g587.t1,1
6:,utex2526_scaffold_15_g648.t1,1
6:,utex2526_scaffold_15_g655.t1,1
6:,utex2526_scaffold_22_g34.t1,1
6:,utex2526_scaffold_15_g939.t1,1
6:,utex2526_scaffold_15_g952.t1,1
6:,utex2526_scaffold_18_g11.t1,1
6:,utex2526_scaffold_19_g16.t1,1
6:,utex2526_scaffold_1_g8.t1,1
6:,utex2526_scaffold_22_g12.t1,1
6:,utex2526_scaffold_22_g27.t1,1
6:,utex2526_scaffold_23_g29.t1,1
6:,utex2526_scaffold_15_g689.t1,1
6:,utex2526_scaffold_25_g75.t1,1
6:,utex2526_scaffold_27_g569.t1,1
6:,utex2526_scaffold_27_g640.t1,1
6:,utex2526_scaffold_3_g128.t1,1
6:,utex2526_scaffold_3_g165.t1,1
6:,utex2526_scaffold_3_g17.t1,1
6:,utex2526_scaffold_3_g180.t1,1
6:,utex2526_scaffold_15_g898.t1,1
6:,utex2526_scaffold_15_g891.t1,1
6:,utex2526_scaffold_15_g89.t1,1
6:,utex2526_scaffold_15_g88.t1,1
6:,utex2526_scaffold_15_g712.t1,1
6:,utex2526_scaffold_15_g727.t1,1
6:,utex2526_scaffold_15_g740.t1,1
6:,utex2526_scaffold_15_g741.t1,1
6:,utex2526_scaffold_15_g764.t1,1
6:,utex2526_scaffold_15_g772.t1,1
6:,utex2526_scaffold_15_g775.t1,1
6:,utex2526_scaffold_15_g792.t1,1
6:,utex2526_scaffold_15_g795.t1,1
6:,utex2526_scaffold_15_g801.t1,1
6:,utex2526_scaffold_15_g831.t1,1
6:,utex2526_scaffold_15_g836.t1,1
6:,utex2526_scaffold_15_g850.t1,1
6:,utex2526_scaffold_15_g865.t1,1
6:,utex2526_scaffold_15_g870.t1,1
6:,utex2526_scaffold_15_g1000.t1,1
6:,utex2526_scaffold_14_g61.t1,1
6:,utex2526_scaffold_10_g616.t1,1
6:,utex2526_scaffold_12_g377.t1,1
6:,utex2526_scaffold_12_g308.t1,1
6:,utex2526_scaffold_12_g315.t1,1
6:,utex2526_scaffold_12_g320.t1,1
6:,utex2526_scaffold_12_g342.t1,1
6:,utex2526_scaffold_12_g347.t1,1
6:,utex2526_scaffold_12_g353.t1,1
6:,utex2526_scaffold_12_g374.t1,1
6:,utex2526_scaffold_12_g443.t1,1
6:,utex2526_scaffold_12_g277.t1,1
6:,utex2526_scaffold_12_g446.t1,1
6:,utex2526_scaffold_12_g474.t1,1
6:,utex2526_scaffold_12_g529.t1,1
6:,utex2526_scaffold_12_g530.t1,1
6:,utex2526_scaffold_12_g605.t1,1
6:,utex2526_scaffold_12_g61.t1,1
6:,utex2526_scaffold_12_g624.t1,1
6:,utex2526_scaffold_12_g282.t1,1
6:,utex2526_scaffold_12_g247.t1,1
6:,utex2526_scaffold_14_g545.t1,1
6:,utex2526_scaffold_11_g46.t1,1
6:,utex2526_scaffold_10_g621.t1,1
6:,utex2526_scaffold_10_g633.t1,1
6:,utex2526_scaffold_10_g664.t1,1
6:,utex2526_scaffold_10_g667.t1,1
6:,utex2526_scaffold_10_g70.t1,1
6:,utex2526_scaffold_10_g84.t1,1
6:,utex2526_scaffold_11_g13.t1,1
6:,utex2526_scaffold_11_g64.t1,1
6:,utex2526_scaffold_12_g245.t1,1
6:,utex2526_scaffold_12_g136.t1,1
6:,utex2526_scaffold_12_g148.t1,1
6:,utex2526_scaffold_12_g176.t1,1
6:,utex2526_scaffold_12_g180.t1,1
6:,utex2526_scaffold_12_g198.t1,1
6:,utex2526_scaffold_12_g206.t1,1
6:,utex2526_scaffold_12_g219.t1,1
6:,utex2526_scaffold_12_g632.t1,1
6:,utex2526_scaffold_12_g635.t1,1
6:,utex2526_scaffold_12_g664.t1,1
6:,utex2526_scaffold_14_g406.t1,1
6:,utex2526_scaffold_14_g214.t1,1
6:,utex2526_scaffold_14_g252.t1,1
6:,utex2526_scaffold_14_g280.t1,1
6:,utex2526_scaffold_14_g283.t1,1
6:,utex2526_scaffold_14_g285.t1,1
6:,utex2526_scaffold_14_g369.t1,1
6:,utex2526_scaffold_14_g391.t1,1
6:,utex2526_scaffold_14_g420.t1,1
6:,utex2526_scaffold_12_g736.t1,1
6:,utex2526_scaffold_14_g465.t1,1
6:,utex2526_scaffold_14_g47.t1,1
6:,utex2526_scaffold_14_g48.t1,1
6:,utex2526_scaffold_14_g490.t1,1
6:,utex2526_scaffold_14_g493.t1,1
6:,utex2526_scaffold_14_g51.t1,1
6:,utex2526_scaffold_14_g522.t1,1
6:,utex2526_scaffold_14_g204.t1,1
6:,utex2526_scaffold_14_g198.t1,1
6:,utex2526_scaffold_14_g172.t1,1
6:,utex2526_scaffold_14_g167.t1,1
6:,utex2526_scaffold_12_g80.t1,1
6:,utex2526_scaffold_12_g82.t1,1
6:,utex2526_scaffold_12_g94.t1,1
6:,utex2526_scaffold_13_g123.t1,1
6:,utex2526_scaffold_13_g177.t1,1
6:,utex2526_scaffold_13_g228.t1,1
6:,utex2526_scaffold_13_g268.t1,1
6:,utex2526_scaffold_13_g39.t1,1
6:,utex2526_scaffold_13_g64.t1,1
6:,utex2526_scaffold_13_g96.t1,1
6:,utex2526_scaffold_14_g127.t1,1
6:,utex2526_scaffold_14_g138.t1,1
6:,utex2526_scaffold_14_g141.t1,1
6:,utex2526_scaffold_14_g160.t1,1
6:,utex2526_scaffold_14_g165.t1,1
5:,utexb3016_scaffold_22_g863.t1,1
5:,utexb3016_scaffold_22_g799.t1,1
5:,utex395_scaffold_25_g860.t1,1
5:,utexb3016_scaffold_15_g522.t1,1
5:,utexb3016_scaffold_15_g271.t1,1
5:,utexb3016_scaffold_15_g290.t1,1
5:,utexb3016_scaffold_15_g301.t1,1
5:,utexb3016_scaffold_15_g333.t1,1
5:,utexb3016_scaffold_15_g412.t1,1
5:,utexb3016_scaffold_15_g420.t1,1
5:,utexb3016_scaffold_15_g424.t1,1
5:,utexb3016_scaffold_15_g584.t1,1
5:,utexb3016_scaffold_14_g98.t1,1
5:,utexb3016_scaffold_15_g609.t1,1
5:,utexb3016_scaffold_15_g675.t1,1
5:,utexb3016_scaffold_15_g689.t1,1
5:,utexb3016_scaffold_15_g690.t1,1
5:,utexb3016_scaffold_15_g724.t1,1
5:,utexb3016_scaffold_15_g736.t1,1
5:,utexb3016_scaffold_15_g752.t1,1
5:,utexb3016_scaffold_15_g145.t1,1
5:,utexb3016_scaffold_14_g75.t1,1
5:,utexb3016_scaffold_16_g139.t1,1
5:,utexb3016_scaffold_13_g45.t1,1
5:,utexb3016_scaffold_12_g702.t1,1
5:,utexb3016_scaffold_12_g754.t1,1
5:,utexb3016_scaffold_12_g87.t1,1
5:,utexb3016_scaffold_13_g187.t1,1
5:,utexb3016_scaffold_13_g198.t1,1
5:,utexb3016_scaffold_13_g265.t1,1
5:,utexb3016_scaffold_13_g266.t1,1
5:,utexb3016_scaffold_13_g7.t1,1
5:,utexb3016_scaffold_14_g46.t1,1
5:,utexb3016_scaffold_13_g80.t1,1
5:,utexb3016_scaffold_13_g9.t1,1
5:,utexb3016_scaffold_13_g93.t1,1
5:,utexb3016_scaffold_14_g108.t1,1
5:,utexb3016_scaffold_14_g143.t1,1
5:,utexb3016_scaffold_14_g161.t1,1
5:,utexb3016_scaffold_14_g211.t1,1
5:,utexb3016_scaffold_16_g109.t1,1
5:,utexb3016_scaffold_16_g176.t1,1
5:,utexb3016_scaffold_22_g796.t1,1
5:,utexb3016_scaffold_17_g259.t1,1
5:,utexb3016_scaffold_17_g129.t1,1
5:,utexb3016_scaffold_17_g18.t1,1
5:,utexb3016_scaffold_17_g181.t1,1
5:,utexb3016_scaffold_17_g204.t1,1
5:,utexb3016_scaffold_17_g215.t1,1
5:,utexb3016_scaffold_17_g236.t1,1
5:,utexb3016_scaffold_17_g237.t1,1
5:,utexb3016_scaffold_17_g268.t1,1
5:,utexb3016_scaffold_16_g862.t1,1
5:,utexb3016_scaffold_17_g297.t1,1
5:,utexb3016_scaffold_17_g313.t1,1
5:,utexb3016_scaffold_17_g349.t1,1
5:,utexb3016_scaffold_17_g375.t1,1
5:,utexb3016_scaffold_17_g393.t1,1
5:,utexb3016_scaffold_17_g420.t1,1
5:,utexb3016_scaffold_17_g424.t1,1
5:,utexb3016_scaffold_16_g988.t1,1
5:,utexb3016_scaffold_16_g814.t1,1
5:,utexb3016_scaffold_16_g201.t1,1
5:,utexb3016_scaffold_16_g533.t1,1
5:,utexb3016_scaffold_16_g218.t1,1
5:,utexb3016_scaffold_16_g22.t1,1
5:,utexb3016_scaffold_16_g293.t1,1
5:,utexb3016_scaffold_16_g361.t1,1
5:,utexb3016_scaffold_16_g377.t1,1
5:,utexb3016_scaffold_16_g472.t1,1
5:,utexb3016_scaffold_16_g52.t1,1
5:,utexb3016_scaffold_16_g562.t1,1
5:,utexb3016_scaffold_16_g793.t1,1
5:,utexb3016_scaffold_16_g580.t1,1
5:,utexb3016_scaffold_16_g606.t1,1
5:,utexb3016_scaffold_16_g633.t1,1
5:,utexb3016_scaffold_16_g691.t1,1
5:,utexb3016_scaffold_16_g701.t1,1
5:,utexb3016_scaffold_16_g723.t1,1
5:,utexb3016_scaffold_16_g78.t1,1
5:,utexb3016_scaffold_12_g595.t1,1
5:,utexb3016_scaffold_12_g555.t1,1
5:,utexb3016_scaffold_12_g520.t1,1
5:,utex395_scaffold_2_g409.t1,1
5:,utex395_scaffold_2_g32.t1,1
5:,utex395_scaffold_2_g325.t1,1
5:,utex395_scaffold_2_g332.t1,1
5:,utex395_scaffold_2_g345.t1,1
5:,utex395_scaffold_2_g362.t1,1
5:,utex395_scaffold_2_g387.t1,1
5:,utex395_scaffold_2_g393.t1,1
5:,utex395_scaffold_2_g440.t1,1
5:,utex395_scaffold_2_g288.t1,1
5:,utex395_scaffold_2_g507.t1,1
5:,utex395_scaffold_2_g60.t1,1
5:,utex395_scaffold_3_g115.t1,1
5:,utex395_scaffold_3_g154.t1,1
5:,utex395_scaffold_4_g10.t1,1
5:,utex395_scaffold_4_g231.t1,1
5:,utex395_scaffold_4_g410.t1,1
5:,utex395_scaffold_2_g295.t1,1
5:,utex395_scaffold_2_g281.t1,1
5:,utexb3016_scaffold_12_g491.t1,1
5:,utex395_scaffold_2_g147.t1,1
5:,utex395_scaffold_25_g888.t1,1
5:,utex395_scaffold_25_g907.t1,1
5:,utex395_scaffold_25_g921.t1,1
5:,utex395_scaffold_25_g941.t1,1
5:,utex395_scaffold_25_g994.t1,1
5:,utex395_scaffold_2_g112.t1,1
5:,utex395_scaffold_2_g132.t1,1
5:,utex395_scaffold_2_g170.t1,1
5:,utex395_scaffold_2_g271.t1,1
5:,utex395_scaffold_2_g198.t1,1
5:,utex395_scaffold_2_g20.t1,1
5:,utex395_scaffold_2_g215.t1,1
5:,utex395_scaffold_2_g216.t1,1
5:,utex395_scaffold_2_g23.t1,1
5:,utex395_scaffold_2_g252.t1,1
